干洗店	g6120	荣昌洗染店(厢黄旗幸福超市店)	5501343
干洗店	g6120	福奈特洗衣店	11267250
干洗店	g6120	福奈特(上地店)	2193865
干洗店	g6120	普兰德洗衣(上地华联店)	4269483
干洗店	g6120	荣昌洗染店(上地二店)	5501325
干洗店	g6120	荣昌洗染店(上地南口店)	5512918
干洗店	g6120	荣昌洗染店(上地光大店)	6108649
干洗店	g6120	普兰德洗衣(上地店)	1884565
干洗店	g6120	洁云洗衣(清河店)	3055306
干洗店	g6120	荣昌伊尔萨洗衣店	4617536
干洗店	g6120	意绿王干洗(西二旗店)	5419289
干洗店	g6120	福奈特洗衣	11270126
干洗店	g6120	施柏丽洗衣	11266148
干洗店	g6120	净洁洁洗衣店	11267873
干洗店	g6120	衣本色韩国高质生态洗衣	11265127
干洗店	g6120	百福莱时尚洗衣	11267203
干洗店	g6120	上海泰洁干洗	11266551
干洗店	g6120	福奈特洗衣	11269617
干洗店	g6120	荣昌洗染	11270571
干洗店	g6120	绿丹依洁洗衣	11270695
干洗店	g6120	旺利得洗衣	11271374
干洗店	g6120	泊田洗衣	11264286
干洗店	g6120	百福莱法式高质干洗	11266357
干洗店	g6120	施柏丽干洗店	11270233
干洗店	g6120	波涛雨洁洗衣	11268786
干洗店	g6120	普兰德洗衣	11264673
干洗店	g6120	海洁斯洗衣	11266343
干洗店	g6120	意大利特丽洁洗衣	11268527
干洗店	g6120	泰洁干洗连锁店	12594052
干洗店	g6120	辉煌皮具护理	13794119
旅行社	g197	中青旅(上地门市)	1774087
旅行社	g197	北京青年旅行社(西苑店)	13658755
旅行社	g197	凯撒旅游	11267666
旅行社	g197	中广国际旅行社	4234245
旅行社	g197	中国国际旅行社	11264050
旅行社	g197	易游天下	11263941
旅行社	g197	康辉旅游	11270168
旅行社	g197	神舟国旅集团	11267389
旅行社	g197	青旅(海淀区店)	13691190
旅行社	g197	美嘉环球国际旅行社	13948158
旅行社	g197	中国国旅马连洼门市	14223690
旅行社	g197	众信旅游(上地店)	8699818
旅行社	g197	凯撒旅游(上地分部)	8699894
家政	g195	家政服务中心	8841150
家政	g195	阳光家政	10345414
家政	g195	上地社区家政	2929378
家政	g195	高端家政	5473494
家政	g195	兄弟家政服务	8836622
家政	g195	鑫华诚保洁	9425918
家政	g195	幸福家政公司	11981440
家政	g195	幸福家政公司	12595587
家政	g195	幸福家政	15115096
宠物	g194	爱宠宠物时尚生活会馆	5331343
宠物	g194	派多格宠物(天秀路店)	13810339
宠物	g194	酷迪(上地店)	4110745
宠物	g194	小丽宠物诊所	13917119
宠物	g194	菜宝宝宠物店	3921673
宠物	g194	丽景缘宠物医院	9915509
宠物	g194	京牧动物诊所	1772653
宠物	g194	哈宠一族	3118465
宠物	g194	LOMO宠物生活(上地嘉园店)	4057447
宠物	g194	阳光小窝宠物店	5419293
宠物	g194	万千宠爱	11267815
宠物	g194	哈宠一族	11265711
宠物	g194	亲宠假日	11552802
宠物	g194	派多格宠物全国连锁(西山华府店)	13877141
宠物	g194	爱宠小窝	14227849
商务楼	g26466	科贸大厦	5132802
商务楼	g26466	人力资源分类信息网	5327643
商务楼	g26466	时代之峰科技有限公司	13877554
商务楼	g26466	奎科科技大厦	4649406
商务楼	g26466	中关村软件园	4989783
商务楼	g26466	中关村创业大厦	4649955
商务楼	g26466	华德大厦	4649179
商务楼	g26466	华夏科技大厦	4649215
商务楼	g26466	汇众科技大厦	4649244
商务楼	g26466	科利华网络大厦	4649402
商务楼	g26466	CPE大厦	4648769
商务楼	g26466	东方电子科技大厦	4648934
商务楼	g26466	华环大厦	4649184
商务楼	g26466	上地信息大厦	4649582
商务楼	g26466	数字传媒大厦	4649628
商务楼	g26466	华胜大厦	4649206
商务楼	g26466	上地实创大厦	4649579
商务楼	g26466	成君国际	4648872
商务楼	g26466	福道大厦	4648985
商务楼	g26466	航空模拟器大厦	4649109
商务楼	g26466	金隅科技中心	4649332
商务楼	g26466	康得大厦	4649396
商务楼	g26466	时代集团	4649607
商务楼	g26466	上地南天大厦	4649577
商务楼	g26466	先锋大厦	4649755
商务楼	g26466	华成大厦	4649177
商务楼	g26466	金辉科技大厦	4649302
商务楼	g26466	上地科技综合楼	4649576
商务楼	g26466	上地数码科技广场	4649581
商务楼	g26466	春生泰克大厦	4648884
商务楼	g26466	昊海大厦	4649124
商务楼	g26466	华控大厦	4649187
商务楼	g26466	鲁能科技大厦	4649451
商务楼	g26466	上地商服中心写字楼	4649578
商务楼	g26466	四方集团大厦	4649637
商务楼	g26466	启明星辰	5201924
商务楼	g26466	钻石大厦	4683776
商务楼	g26466	金泰富地大厦	4649323
商务楼	g26466	上地国际创业科技园	4649575
商务楼	g26466	鹏寰国际大厦	4649498
商务楼	g26466	瑞宝大厦	4649547
商务楼	g26466	上地大厦商务楼	4649574
商务楼	g26466	上地数码大厦	4649580
商务楼	g26466	泰来花园写字楼	4649658
商务楼	g26466	亿丰大厦	4649855
商务楼	g26466	硅谷亮城	5174914
牙医	g182	维尔口腔(上地店)	13686696
牙医	g182	孙波口腔诊所	2764273
牙医	g182	韩文利口腔诊所	2817874
